caseid,age,childrern_number,level_of_education,first_language,health,marital_status,birth_country,born_parents,unable_to_play_rent,number_of_unions,more_than_one_job,work_hours_per_week,incmc
12059,23.8,0,3,1,2,5,1,1,2,1,7,NA,8
19822,52.4,2,4,1,3,1,1,1,3,1,2,33,7
11697,65.5,3,4,3,4,1,2,1,2,1,7,NA,1
21484,53.8,3,4,NA,8,1,8,1,2,1,2,40,NA
11145,41.5,0,1,1,2,1,1,1,2,2,2,50,11
11914,50.4,2,1,1,4,3,1,1,2,1,2,40,7
3698,46.3,0,1,1,2,5,1,1,2,0,2,41.3,6
15592,45.1,3,1,1,2,2,1,1,2,1,7,NA,1
1371,67.1,2,5,1,3,1,1,1,3,1,7,NA,8
22408,45.7,2,4,1,2,1,1,1,2,2,2,40,10
11763,63,0,2,1,3,2,1,1,2,1,7,NA,8
12539,40.5,2,1,1,4,1,1,1,2,2,2,40,11
13963,57.2,2,4,1,2,1,1,1,2,1,2,50,12
15551,25.9,0,3,1,2,5,1,1,2,0,7,NA,2
21298,68.2,3,5,1,2,1,1,1,3,1,7,NA,6
415,68.6,3,5,1,3,4,1,1,2,1,7,NA,6
2272,41.1,3,1,1,2,1,1,1,2,1,2,50,9
5877,70.5,5,4,1,1,1,1,1,3,1,7,NA,5
8869,63.2,0,1,1,2,5,1,1,2,0,2,15,10
5772,55.3,3,1,1,1,1,1,1,3,1,7,NA,1
5307,72.1,4,5,1,4,1,1,1,3,1,7,NA,NA
8142,49.5,3,2,1,3,1,1,1,2,2,2,48,10
13147,80,4,5,1,2,4,1,1,2,2,7,NA,6
2929,58.7,0,1,1,4,4,1,1,2,2,1,10,4
19005,49.1,3,1,1,2,1,1,1,2,1,2,37.5,10
5830,53.7,3,1,1,2,2,1,1,2,1,2,30,10
6404,45.3,2,2,1,3,1,1,1,2,2,2,50,10
18389,44.4,2,3,1,5,1,1,1,2,1,2,75,1
5919,73.9,0,5,1,4,3,1,1,2,1,7,NA,4
2293,46.8,2,5,1,3,5,1,1,2,1,2,50,10
6682,18,0,5,1,2,5,1,1,2,0,2,25,5
5799,27.2,1,1,1,2,5,1,1,2,1,7,NA,7
9871,68.4,1,4,1,3,1,1,1,3,2,7,NA,NA
10594,67.1,3,2,2,3,3,1,1,2,2,7,NA,5
13683,58.7,0,1,1,2,1,1,1,2,1,7,NA,8
7869,62.5,3,1,1,1,2,1,1,2,3,2,56,9
27,53.7,3,5,1,3,4,1,1,2,1,7,NA,3
21552,35.1,0,2,1,3,5,1,1,2,0,1,44,6
12878,49.8,2,1,1,1,1,1,1,2,1,1,41,11
3488,77.3,6,1,1,1,4,1,1,2,1,7,NA,NA
16284,52.8,2,4,1,3,1,1,1,2,2,2,44,8
13960,61,1,4,1,3,1,1,1,2,1,7,NA,2
22183,66.3,4,3,1,4,1,1,2,2,4,7,NA,4
9295,33.6,1,1,1,1,1,1,1,2,1,2,45,10
15108,21.3,0,3,1,2,5,1,3,2,1,2,20,3
4423,20,0,3,1,3,5,1,1,2,0,7,NA,5
9219,57.8,3,5,1,1,3,1,1,2,1,2,49.5,6
16252,78.2,5,3,1,5,3,1,1,2,1,7,NA,6
8768,45.5,0,2,1,1,1,1,1,2,5,2,45,10
19114,75.3,4,5,2,4,1,1,1,3,1,7,NA,5
22362,49.6,1,4,1,3,1,1,2,2,2,2,37,8
19783,64.5,4,5,2,3,1,1,1,2,1,7,NA,7
14200,70.2,5,4,2,1,2,1,1,2,2,2,25,7
340,59.8,0,2,1,2,3,1,1,2,2,7,NA,11
14869,77.8,4,4,1,3,4,1,1,2,1,7,NA,NA
10124,43.7,4,2,1,2,2,1,1,2,2,2,42.5,10
19924,40.5,2,4,1,1,3,1,1,2,2,2,40,6
3336,70.3,0,5,1,3,1,1,1,2,1,7,NA,NA
10589,75.2,1,5,1,3,1,1,1,2,1,7,NA,5
20509,65.5,2,2,1,3,1,1,1,2,1,2,12,6
12722,71.2,4,2,2,5,4,1,1,3,1,7,NA,5
10453,24,0,4,1,2,5,1,1,2,0,2,45,7
9735,31.4,1,2,1,1,1,1,1,2,1,2,42,8
21987,50.5,2,5,2,3,1,1,1,2,1,2,40,NA
10972,35.9,3,3,1,3,5,1,1,2,1,1,40,6
19642,59.6,2,5,1,4,1,1,1,2,1,7,NA,3
16407,38.1,3,2,1,2,2,1,1,2,1,2,40,7
21472,18.4,0,4,1,3,5,1,1,2,1,1,NA,6
12109,51.6,0,2,1,2,1,1,1,3,2,2,25,8
13255,34,2,2,1,3,2,1,1,2,3,2,40,10
6671,51.5,1,4,1,2,5,1,1,2,0,2,37.5,9
20079,58.5,3,2,1,2,1,1,3,2,1,7,NA,8
9580,26.4,2,1,1,3,5,1,1,2,1,2,36.3,10
2679,35.3,2,4,1,2,1,1,1,1,1,7,NA,1
19268,58.3,3,5,1,5,1,1,1,2,1,7,NA,6
4163,37.5,0,2,1,1,5,1,1,2,0,2,75,7
21501,18.2,0,5,1,2,5,1,1,2,0,7,NA,2
5709,50.3,4,1,1,2,3,1,1,2,4,2,35,10
10920,41.6,0,1,1,1,5,1,1,2,0,2,50,12
12615,20.1,0,3,1,2,5,1,1,2,0,2,50,10
11230,64.2,2,4,1,3,1,1,1,2,1,7,NA,NA
8618,62,4,4,1,4,1,1,1,2,1,7,NA,1
10923,51.3,2,5,1,2,1,1,1,3,1,7,NA,1
16501,64.8,3,4,1,3,1,1,1,2,1,7,NA,NA
15992,48.6,2,1,1,3,1,1,1,2,2,2,37.5,10
20180,62.8,2,3,1,4,1,1,1,3,1,7,NA,8
9930,55.5,1,1,1,2,4,1,1,3,1,7,NA,NA
19115,23.4,0,3,1,1,5,1,1,2,0,7,NA,6
37,33.5,1,1,1,2,1,1,1,2,1,2,40,11
14075,23.5,1,2,5,3,1,1,1,2,1,7,NA,4
17632,15.2,0,5,1,2,5,1,1,7,0,7,NA,1
19610,51.8,2,4,1,4,1,1,1,2,1,7,NA,1
7810,17.3,0,5,1,3,5,2,1,7,0,7,NA,2
19343,21.2,0,3,1,2,5,1,1,2,0,2,16,2
2115,44.8,1,4,1,2,3,1,1,2,2,2,44,8
4973,61.1,2,2,1,2,1,1,1,2,1,7,NA,1
13941,39.1,3,1,1,2,1,1,1,2,1,2,40,9
21892,38.5,2,1,1,2,1,1,1,2,1,2,45,11
18393,48.6,0,3,2,1,1,1,1,3,1,2,40,10
5891,71.1,2,5,1,4,1,1,1,2,2,7,NA,4
4965,66.3,1,2,1,3,3,1,1,2,1,7,NA,4
8208,29,1,1,1,2,1,1,1,2,1,2,45,11
889,38.3,3,1,1,1,1,1,1,2,2,2,37.5,10
11869,47.8,0,2,1,3,5,1,1,3,1,2,35,9
21729,71.9,2,2,3,2,1,2,1,2,1,7,NA,6
15633,64.2,3,2,2,2,3,1,1,2,1,2,45,11
10503,65.1,0,4,1,4,5,1,1,2,0,7,NA,7
18819,80,4,5,1,3,4,1,1,2,1,7,NA,7
14934,17.8,0,5,1,3,5,1,1,7,0,2,12,NA
13668,38.9,2,2,1,2,1,1,1,2,1,2,40,7
3222,50.2,1,2,1,3,1,1,1,2,1,2,35,11
11097,58.3,0,1,1,2,5,1,1,2,0,7,NA,8
1289,59.7,2,4,1,1,1,1,1,2,2,2,30,NA
13391,29.9,0,1,1,3,5,1,1,2,0,7,NA,4
16897,28.4,2,2,1,2,1,1,1,2,1,7,NA,4
8149,44.5,1,1,1,2,1,2,1,2,2,2,50,12
21570,43.8,2,4,3,1,1,2,1,2,1,2,36,3
14936,22.9,0,4,1,2,5,2,1,2,0,2,20,4
8884,41.3,2,3,2,1,5,2,1,2,1,2,60,12
4073,36.3,0,1,1,2,1,2,1,2,1,1,30,8
1595,37.9,2,1,1,1,1,1,1,2,1,2,37.5,11
5735,44.1,2,1,2,2,1,2,1,2,1,2,8,2
8069,29.3,0,1,3,1,1,2,1,2,1,2,50,11
10425,16.8,0,5,1,3,5,1,1,7,0,2,12,3
5588,19.7,0,4,1,1,5,1,3,2,0,2,18,4
13680,29.3,1,1,1,1,5,1,1,2,1,2,35,8
20447,61.1,0,1,2,2,1,1,1,2,2,7,NA,9
5253,55.9,2,3,2,2,3,1,1,2,2,7,10,1
7479,62,2,4,1,1,5,1,1,2,0,2,37.5,10
16162,39.9,1,1,2,2,1,1,1,2,1,2,32.5,10
12688,60.2,2,1,1,3,1,1,1,2,2,2,20,NA
12710,41.2,1,2,2,2,5,1,1,2,0,2,38,9
21742,55.2,3,2,1,1,1,1,1,8,2,2,NA,NA
12228,17.8,0,5,1,1,5,1,1,7,0,7,NA,1
9560,40.2,1,3,3,1,1,2,1,2,1,2,40,5
7672,28.9,1,3,1,1,1,2,1,2,1,2,35,NA
9665,32.2,0,3,3,2,5,2,3,2,0,2,37.5,11
4170,69.1,2,5,3,3,1,2,1,2,1,7,NA,4
21192,44.7,2,1,3,1,1,2,1,2,1,7,NA,NA
6858,77.5,3,5,3,2,1,1,1,2,1,7,NA,6
19351,38.6,1,1,5,1,1,2,1,3,1,7,NA,12
4868,31.7,2,1,3,3,1,2,1,2,1,2,50,7
20125,35.1,0,1,1,1,3,1,1,2,1,2,40,10
17594,33.1,2,3,1,3,1,1,1,2,1,2,32.5,7
12273,32.8,1,4,3,3,1,2,1,2,1,2,45,11
20290,40.6,0,1,1,2,5,1,1,2,0,2,50,12
904,45,2,1,3,2,1,2,1,2,1,2,40,12
12533,45.2,0,2,3,3,5,1,1,2,0,2,50,10
20062,35.8,0,1,1,1,1,2,1,2,1,7,NA,6
11374,41.3,1,3,1,2,1,1,1,3,2,2,50,9
9743,80,3,5,1,5,3,1,1,2,1,7,NA,6
11003,23.5,0,1,5,1,5,1,1,2,0,2,40,1
17107,31.8,1,1,1,3,1,2,1,2,1,2,60,11
22376,53.7,0,4,1,1,3,1,1,2,1,7,NA,9
17339,17.8,0,5,3,2,5,1,1,7,0,7,NA,2
13955,36.9,2,1,3,2,1,2,1,2,1,2,45,11
7372,49.3,1,1,1,3,4,1,1,3,2,2,55,12
1439,80,3,1,1,2,4,1,1,2,1,7,NA,NA
18959,61.8,2,1,5,2,1,1,1,2,2,2,35,NA
4562,29.8,0,3,3,1,5,2,1,2,0,2,40,6
10103,59.5,0,1,1,2,3,1,1,2,2,2,40,12
10617,56.8,2,1,1,1,1,1,1,3,1,2,50,12
14485,19.7,0,3,3,3,5,1,1,2,0,2,40,4
15624,65,1,4,1,3,1,2,1,2,1,1,22,9
20280,54.2,0,1,3,1,5,2,1,1,0,2,40,NA
788,75.3,2,1,1,3,1,1,1,2,2,7,NA,10
7326,37.5,2,3,1,2,1,1,1,2,2,2,40,11
12080,42.6,1,4,1,1,1,1,1,2,1,2,40,10
15510,40.5,2,1,3,1,1,2,1,2,1,7,NA,NA
1217,59.7,2,4,3,4,1,2,1,3,1,7,NA,4
15534,79.2,2,5,3,9,1,2,1,3,1,7,NA,NA
847,47,2,4,1,2,5,1,1,2,0,2,40,8
17293,61.1,0,2,1,3,3,1,1,2,1,2,45,10
15082,51.1,0,3,1,1,1,1,1,2,1,2,20,1
15314,42.6,0,4,1,2,5,1,3,2,2,1,60,9
10338,53.8,0,1,3,1,5,2,1,2,0,2,42,7
11765,59.3,1,4,3,3,1,2,1,2,1,2,40,9
15618,33.8,4,4,3,1,1,2,1,2,1,7,NA,1
19043,50.4,2,1,1,2,1,1,1,2,1,2,45,12
18599,48.5,0,3,1,3,2,1,1,2,1,2,70,9
6008,66.6,2,4,1,2,3,1,1,2,1,7,NA,7
3996,53.6,NA,3,3,4,2,2,1,1,1,7,NA,7
16177,34.2,0,3,1,3,5,1,1,2,0,2,35,9
10097,53.9,1,2,1,3,1,1,1,3,1,2,40,8
19681,21.8,0,3,1,5,5,1,1,9,0,7,NA,3
1096,54.5,1,2,1,3,1,1,1,2,2,7,NA,NA
21820,19,0,5,3,2,5,2,1,2,0,7,NA,1
13885,58.1,3,2,1,3,1,1,1,2,1,7,NA,12
21105,45.3,3,1,1,1,1,1,1,1,2,2,45,11
13765,34.5,0,2,4,2,1,1,1,2,1,2,45,NA
2840,63.3,2,3,7,5,1,2,1,2,1,2,40,1
750,65.4,2,3,1,3,3,2,1,2,1,1,58,12
20151,40.2,1,3,5,2,1,2,1,2,1,2,40,10
11522,57.3,0,3,3,2,1,1,1,2,2,7,NA,10
1277,44.3,2,3,1,2,1,1,2,2,1,2,47,8
1654,41.6,2,4,3,3,1,2,1,2,1,2,10,5
8507,65.9,2,3,1,3,3,2,1,2,2,7,NA,4
7271,73.2,1,4,1,2,1,1,1,3,3,7,NA,7
406,45.2,2,1,3,3,1,2,1,2,1,2,35,NA
17879,28.1,0,1,5,4,1,2,1,2,1,1,15,1
9731,64.4,2,2,1,3,1,2,1,2,1,2,39.5,NA
16030,52.8,3,1,1,1,1,2,1,3,1,1,20,NA
11342,68.5,0,1,1,1,1,1,1,3,1,2,55,12
10423,58.8,0,2,1,3,5,1,1,2,2,2,35,10
20944,31.3,2,1,NA,8,1,8,1,2,1,2,40,NA
9956,67.2,1,5,3,3,2,2,1,1,1,7,48,2
3,51.3,0,1,1,3,5,1,1,2,1,2,35,12
2117,63.3,0,1,5,2,5,2,1,2,0,2,40,9
19728,40.5,1,4,3,4,3,2,1,2,1,2,37,9
6816,51.3,0,2,1,3,5,1,1,2,1,2,32,8
18918,22.5,0,3,1,4,5,2,1,2,0,2,25,6
7778,55.5,2,4,1,5,1,2,2,2,1,2,40,6
20067,49.7,0,2,3,3,5,2,1,2,0,2,37,6
16302,33.8,0,2,1,2,1,1,1,1,2,2,35,6
18847,24.3,0,1,1,1,5,1,1,2,0,2,37.5,1
11088,52.6,2,4,3,2,5,2,1,2,1,2,40,NA
1517,46.1,0,1,5,2,3,1,1,2,1,2,37.5,7
9853,71.4,2,5,3,1,1,2,1,2,1,7,NA,NA
11825,47.3,0,1,1,5,5,2,1,2,0,2,40,12
22434,62.8,0,1,3,2,1,2,1,2,1,2,50,10
6540,72.4,0,4,1,3,1,1,1,2,1,7,NA,3
10083,80,2,5,3,3,1,2,1,3,1,7,NA,4
19630,75.5,6,5,1,3,1,2,1,2,1,7,NA,4
7848,75.5,3,3,1,3,4,1,1,2,1,7,NA,12
10267,55.9,2,2,3,3,1,2,1,1,1,2,40,8
8280,80,4,4,1,3,4,1,1,2,1,7,NA,8
3555,42.8,2,1,1,1,1,1,1,2,1,2,20,6
3672,76.7,2,5,3,4,1,2,1,2,1,7,NA,NA
3138,29,0,2,3,1,1,2,1,3,1,2,50,5
6895,35.1,0,1,1,4,5,2,1,2,0,2,50,10
17892,73.6,2,1,1,4,1,1,1,3,1,7,NA,8
17904,42.1,0,3,3,1,1,2,1,2,1,2,40,NA
12964,51.8,1,3,1,3,5,1,1,1,1,7,NA,1
3084,66.4,2,4,1,1,1,1,1,2,1,7,NA,7
16100,55.3,3,3,1,3,1,2,1,2,1,2,55,11
7045,64.5,0,1,1,1,5,1,1,1,1,7,7,2
18603,61.9,0,1,1,2,5,1,1,2,2,7,NA,9
12923,50.2,2,1,1,1,1,1,1,1,1,2,18,8
11308,22.9,0,3,1,1,5,1,1,2,0,7,35,NA
2493,33.7,1,1,1,2,1,1,1,2,1,2,35,NA
1564,37.3,2,1,1,3,1,1,1,2,1,2,38,10
21647,45,0,3,1,3,5,1,2,2,2,2,20,5
5698,57.1,2,3,3,1,5,1,1,2,3,2,40,5
6959,35.6,3,3,1,1,1,2,1,2,1,2,28,NA
4334,40.1,0,1,1,3,3,1,1,2,1,7,NA,12
7371,69.1,2,1,1,2,1,1,1,2,1,7,NA,NA
12479,49.3,0,3,1,1,5,1,1,2,0,2,45,10
3789,80,3,4,NA,8,1,8,1,2,1,7,NA,NA
709,21.1,0,3,1,1,5,1,1,2,0,7,NA,3
13652,60,0,1,1,2,5,2,1,2,1,2,40,12
16447,40.2,2,1,1,1,1,1,1,2,1,2,40,12
1600,69.5,2,1,1,3,2,1,1,2,1,7,NA,NA
18935,72.8,4,4,1,4,4,1,1,2,1,7,NA,5
1823,61.8,0,1,1,2,1,1,1,2,1,2,40,7
6930,59.5,0,3,1,1,5,1,1,2,0,7,NA,NA
9300,26.8,3,3,1,1,5,1,1,2,1,7,NA,3
5115,71.3,2,4,1,2,1,1,1,3,1,7,NA,6
18807,68.5,4,3,1,3,3,2,1,1,1,7,NA,4
13805,76.5,2,5,1,2,1,1,1,2,1,7,NA,1
11854,58.9,2,2,3,2,1,2,1,3,1,2,37.5,9
19855,56.4,2,4,3,4,1,2,1,2,1,2,50,NA
4464,55.3,3,3,3,3,1,2,1,3,1,7,NA,2
1425,61.2,1,1,1,2,1,2,1,2,1,7,NA,10
12042,79.5,2,1,1,1,1,1,1,2,1,7,NA,10
11173,43.3,0,3,1,4,5,1,1,2,1,7,NA,4
3255,76,3,1,1,3,1,1,1,3,1,7,NA,10
4882,46.8,0,2,1,2,5,1,1,1,3,1,48,5
12294,45.3,2,1,3,1,1,2,1,2,1,2,35,6
13058,28.9,3,2,1,2,1,2,1,2,1,7,NA,3
21763,59.7,1,5,1,5,2,1,1,2,2,7,NA,5
7161,57.6,3,5,5,2,3,1,1,2,3,2,47.5,7
15322,19.5,0,3,1,1,5,1,1,2,0,7,NA,1
8619,18.6,0,5,3,1,5,2,3,2,0,7,NA,NA
13675,35.7,4,2,1,2,5,1,1,2,1,2,40,9
4756,66.3,0,1,1,3,5,2,1,2,1,7,NA,9
20466,38.5,0,1,3,1,1,2,1,2,2,1,35,6
935,56,3,1,1,2,3,1,1,2,3,2,15,8
21188,40,0,1,1,2,5,1,1,2,0,2,37,10
6697,52.5,0,3,1,5,5,1,1,2,0,7,NA,5
17024,35.9,2,1,1,1,1,1,1,2,1,7,NA,2
20527,80,3,4,1,2,3,1,1,2,1,7,NA,5
15192,34,2,2,1,1,1,2,1,2,1,2,40,6
1069,43.5,1,2,1,3,1,1,1,2,1,2,60,12
13125,37.5,2,4,3,4,1,2,1,1,1,7,NA,8
1657,60.9,2,2,3,2,1,2,1,3,1,2,50,8
19075,73.2,5,5,1,3,4,1,1,2,1,7,NA,5
20423,66.3,0,1,1,3,5,1,1,2,0,7,NA,NA
18630,51.9,0,4,1,1,5,1,1,2,0,2,50,8
15823,63.1,1,3,3,4,3,2,1,2,2,1,40,10
11189,27.9,1,2,3,1,1,2,1,2,1,7,NA,3
1745,51.7,0,1,1,2,5,1,1,2,0,7,NA,NA
4858,44.8,2,4,3,1,3,1,1,2,2,1,50,7
2116,23.7,0,2,1,3,5,1,1,2,0,2,20,2
3178,27.6,0,2,1,2,5,2,1,2,1,2,37,7
20766,33.2,0,2,1,4,5,2,1,2,0,2,12,6
423,64.5,2,5,3,5,4,2,1,3,1,7,NA,5
4068,59.5,2,3,3,5,3,2,1,2,2,7,NA,4
17948,50.5,1,9,NA,8,3,8,1,1,1,2,30,NA
11966,68.2,2,1,1,4,1,1,1,2,2,2,50,6
18288,49.7,3,1,1,2,1,1,1,2,2,1,45,10
2797,69.4,3,5,3,5,1,2,3,2,1,7,NA,3
14267,72,1,2,NA,8,5,8,1,2,0,7,NA,NA
7274,40.7,2,2,3,2,1,2,1,2,1,2,45,5
20225,37.8,2,1,3,2,1,2,1,2,1,7,NA,NA
17457,59.9,2,1,1,3,1,1,1,3,4,1,40,12
12124,80,0,1,5,4,4,2,1,2,1,7,NA,NA
404,45.7,2,1,1,2,1,1,1,2,1,2,60,12
2410,60.3,1,1,1,2,3,1,1,2,3,2,50,11
6919,62.5,0,1,1,1,1,1,1,2,2,2,37.5,11
18116,36.9,2,1,1,1,1,1,1,3,1,7,NA,6
10947,76.3,0,2,1,3,5,2,1,2,0,7,NA,9
9393,50.5,0,3,1,3,5,2,1,2,1,2,25,NA
13545,64.1,2,3,3,3,4,2,1,3,1,7,NA,1
18170,55.8,1,1,3,3,1,2,1,2,1,2,40,7
449,75.3,2,5,1,2,1,1,1,3,1,7,NA,9
5760,79.8,3,5,3,5,1,2,1,3,1,7,NA,3
6735,36.3,2,1,7,3,5,1,1,2,1,1,43,7
14767,80,3,5,1,3,4,1,1,2,1,7,NA,5
1730,30.5,0,2,3,2,5,2,1,2,0,2,34,7
16419,80,2,5,1,4,4,1,1,2,2,7,NA,5
13643,74.8,1,4,3,3,4,2,1,3,1,7,NA,6
3656,19.8,0,3,3,1,5,2,1,2,0,7,NA,1
15136,40,1,3,3,3,1,2,1,1,1,7,NA,4
4771,55.5,4,4,1,1,1,1,1,2,1,2,55,9
5178,49.8,1,4,1,3,5,2,1,2,3,2,55,12
13900,44.4,3,4,5,3,1,1,1,2,1,2,35,10
13253,64.7,0,2,1,1,3,2,1,2,2,2,15,NA
4354,30.3,0,1,1,2,5,1,1,2,0,7,NA,1
14481,67.9,2,2,1,4,4,2,1,2,1,7,NA,7
18195,74.3,4,2,3,2,1,2,1,2,1,2,60,12
14866,73.5,4,5,1,1,4,2,1,2,1,7,NA,5
14020,80,2,5,1,4,4,1,1,2,1,7,NA,7
6781,76,4,2,1,2,4,1,1,3,1,7,NA,7
4195,57.9,5,4,1,3,1,1,1,8,1,2,40,NA
8932,24,0,1,1,4,5,1,1,2,0,2,30,6
18949,68,0,5,1,4,1,1,1,2,1,7,NA,6
7995,29.3,0,1,1,3,5,1,1,2,0,2,40,10
6332,77.3,1,4,1,3,4,2,1,2,1,7,NA,6
7442,67.1,0,4,5,2,5,2,1,2,1,7,NA,5
17388,52.2,2,1,5,1,1,1,1,2,1,2,45,12
18633,63.2,1,1,3,3,1,1,1,3,1,2,35,10
19312,45.6,0,1,1,2,5,1,1,2,0,2,37.5,8
9392,44.5,2,3,1,1,1,1,1,2,1,2,20,3
19330,59.2,2,1,1,2,3,2,1,3,2,1,50,NA
8778,57.9,0,2,1,3,5,1,1,2,0,2,40,7
1526,80,2,3,1,2,1,1,1,2,1,7,NA,8
5616,41.6,0,1,1,1,5,1,1,2,0,2,40,10
3200,48.5,2,2,3,5,1,2,1,2,1,7,NA,2
7151,56,0,1,1,1,3,1,1,2,2,2,50,12
7145,59.6,3,2,1,3,1,1,1,2,2,2,40,12
16756,34.2,0,5,1,1,1,2,1,2,1,2,40,NA
8876,29.9,0,1,1,1,5,1,1,2,1,2,45,11
8522,17.3,0,5,1,1,5,1,1,7,0,2,18,2
10856,27.3,0,1,1,3,5,1,1,2,1,2,37.5,9
17887,24.6,0,1,3,1,5,2,1,2,0,2,40,7
1580,43,2,2,3,3,1,2,1,2,1,2,35,NA
11708,36.4,2,1,3,2,1,2,1,2,1,2,35,11
6441,26,0,4,1,2,5,1,1,2,0,2,40,5
12375,15.1,0,5,3,2,5,2,1,7,0,7,NA,1
2335,80,0,4,3,3,5,2,3,3,0,7,NA,10
6835,20.3,0,1,1,3,5,1,1,2,0,2,4,2
12017,71.8,0,4,1,1,5,1,1,2,0,7,NA,NA
4296,60.4,0,2,3,2,5,2,1,2,0,7,NA,6
11217,31.5,1,1,3,2,1,2,1,2,1,2,30,8
7476,60.9,1,1,1,1,1,2,1,3,1,2,60,11
15499,59.5,0,1,1,4,5,2,1,2,0,2,30,9
3605,25.6,0,1,1,1,5,1,1,2,0,1,45,4
12630,76.4,0,5,1,5,1,2,1,3,1,7,NA,8
9643,26.5,0,2,3,2,5,2,1,2,1,2,35,NA
6456,26.3,1,5,1,1,1,1,1,2,2,2,35,4
21645,63.4,3,1,1,2,4,1,1,2,1,7,NA,10
21590,40,1,3,3,3,2,2,1,2,2,2,60,11
6619,41.9,0,4,1,2,5,1,1,2,0,2,40,5
18180,53.7,2,1,1,3,1,1,1,2,3,2,38,5
21889,54,4,2,1,5,2,1,1,2,1,7,NA,4
15437,23.1,0,4,3,4,5,2,1,2,0,2,37.5,6
6690,15.3,0,5,1,4,5,1,1,7,0,7,NA,1
12881,49.6,1,2,1,2,1,1,1,2,1,2,40,12
17990,23.2,0,1,1,2,5,2,1,2,0,7,NA,1
21152,41.9,2,1,1,2,1,1,2,2,1,2,50,12
8202,64.9,3,4,1,2,2,1,1,2,1,2,35,8
5187,44.6,0,5,1,3,5,1,1,2,1,7,NA,5
14155,56.1,2,2,3,3,1,2,1,2,1,2,40,8
4687,73.2,2,2,1,4,4,1,1,2,1,7,NA,7
19417,15.5,0,5,1,2,5,1,3,7,0,7,NA,1
18602,47.3,2,4,3,4,5,1,1,2,1,7,NA,5
8877,35.1,1,1,1,3,1,1,1,2,1,1,75,12
9152,67.3,3,5,1,2,3,1,1,2,1,7,NA,5
19209,76.5,2,4,3,3,4,2,1,3,1,7,NA,NA
9991,26.8,0,4,1,1,5,1,1,2,1,1,70,8
14353,48.4,0,5,1,5,4,1,1,2,2,7,NA,4
21768,47.9,3,3,1,2,1,1,1,2,2,2,40,8
7646,54.5,2,5,1,2,3,1,1,1,1,2,44,11
7928,53.1,0,2,1,3,1,1,1,2,1,2,44,10
6196,80,4,2,1,3,4,1,1,2,1,7,NA,NA
19507,70.9,3,2,1,1,1,1,1,3,1,7,NA,7
4006,44.9,2,8,NA,8,1,8,1,2,1,8,NA,NA
15892,50.1,3,3,3,5,2,2,1,1,1,7,NA,3
9703,21.1,0,3,1,2,5,1,1,1,0,7,NA,4
12259,50.7,2,2,1,1,1,2,1,2,2,2,47.5,12
12391,74.2,5,4,5,3,4,1,1,3,1,7,NA,5
18187,80,3,5,5,2,1,1,1,2,1,7,NA,NA
21286,64.2,2,2,1,5,3,1,1,2,1,2,28,6
18546,38.4,2,4,1,1,2,1,1,2,1,1,50,NA
17989,28.4,2,2,1,3,2,1,1,2,1,7,NA,2
231,19.6,0,5,1,3,5,1,1,3,0,2,30,4
15747,27.4,0,3,1,2,5,1,1,2,1,2,20,3
8800,33,0,2,1,3,1,1,1,2,2,2,60,11
7567,34.3,0,2,1,5,4,1,1,2,1,7,NA,6
20028,56.1,1,2,1,5,3,1,1,1,3,2,40,7
9179,70.1,3,3,1,2,4,1,1,2,1,7,NA,NA
9547,67.8,2,4,1,3,3,1,1,2,1,7,NA,7
16898,35.1,0,4,1,3,5,1,2,2,2,2,40,6
4880,54.6,0,1,1,1,5,2,1,3,0,2,50,6
17164,80,2,2,1,4,3,1,1,2,2,7,NA,7
14263,63,3,1,1,1,3,1,1,2,2,7,NA,6
12471,57.4,3,2,1,1,1,1,1,2,1,2,40,11
18687,62,2,2,3,1,1,1,1,3,1,2,25,12
8026,80,5,4,1,4,4,1,3,2,1,7,NA,NA
9307,54.2,0,4,1,3,1,2,1,2,1,2,42,10
2274,31.1,2,4,1,2,2,1,3,2,1,2,40,6
11551,80,0,5,1,1,5,1,1,2,0,7,NA,NA
21616,37.4,1,1,3,2,1,2,1,2,1,2,21,6
8532,62.6,2,2,1,3,1,1,1,2,1,7,NA,7
14588,22.1,0,3,3,1,5,2,1,2,0,2,20,4
7735,61.3,2,2,3,1,1,2,1,2,1,2,50,7
9846,74.3,1,5,1,2,1,2,1,2,1,7,NA,6
2089,47.8,2,4,3,5,1,2,1,2,1,7,NA,8
15765,40.8,2,1,1,2,1,1,3,2,1,2,15,5
8017,21,0,3,3,2,5,2,1,2,0,2,16,4
14887,55.1,2,4,1,1,1,2,1,2,2,7,NA,1
18160,57.1,2,5,3,3,3,2,1,2,1,2,40,8
6923,48.1,3,2,1,4,5,1,1,1,1,7,NA,3
12443,36.2,2,2,3,2,1,2,1,2,1,2,50,NA
18760,44.1,3,2,3,3,1,2,1,2,1,2,35,11
16168,47.7,2,2,1,1,1,1,1,2,2,2,44,11
14271,59.7,1,4,1,1,1,1,1,2,1,7,NA,NA
646,66.8,3,2,1,2,1,1,3,3,1,2,21,8
6624,32.5,1,5,1,3,1,1,1,1,2,2,50,3
9783,30.9,1,2,3,2,1,1,1,2,1,2,40,11
5900,68.4,2,5,1,3,1,1,1,3,2,7,NA,7
22413,73.2,2,5,1,2,4,1,1,2,2,7,NA,7
19703,68.2,2,3,1,1,1,1,3,2,1,7,NA,8
