caseid,age,childrern_number,level_of_education,first_language,health,marital_status,birth_country,born_parents,unable_to_play_rent,number_of_unions,more_than_one_job,work_hours_per_week,incmc
18247,55.5,1,5,1,3,3,2,1,1,1,7,NA,6
608,51.5,0,1,1,4,1,1,1,2,1,2,50,11
21781,55.2,2,1,3,1,1,2,1,2,1,1,75,NA
14606,80,3,4,3,1,4,2,1,3,1,7,NA,11
5812,34.3,2,3,3,2,1,2,1,2,1,7,NA,3
20197,19.8,1,3,1,3,5,1,1,1,0,7,NA,3
2768,50.4,0,4,1,2,3,1,1,2,1,2,50,12
17046,37.3,2,1,1,1,1,1,1,2,1,2,50,12
5959,42.8,5,2,1,2,1,1,1,2,1,7,NA,1
5576,53.1,2,2,1,3,1,1,1,3,1,2,35,NA
17393,21.8,0,3,1,3,5,1,1,2,0,2,30,5
5430,56.5,0,2,1,2,1,1,1,2,1,2,35,7
11139,38.7,1,2,1,3,1,1,1,2,2,2,40,9
9140,65,3,1,1,4,1,1,1,2,2,2,50,NA
6423,66.8,2,1,3,2,1,2,1,2,1,2,57,12
21976,58.8,4,5,1,1,3,1,1,2,5,7,NA,4
5873,66.6,NA,3,3,1,3,2,1,3,4,7,NA,4
21245,65.2,3,2,3,2,1,2,1,3,1,2,20,NA
3816,54.9,3,5,1,2,1,1,1,2,1,7,NA,1
21711,80,3,5,1,4,4,1,1,2,1,7,NA,5
4308,55.8,2,2,3,2,1,1,1,2,1,2,35,8
6317,63.1,3,5,3,9,1,2,1,2,1,7,NA,NA
17063,74.5,0,1,3,1,1,2,1,2,1,2,25,10
15951,69.5,2,1,3,3,1,2,1,2,1,7,NA,4
6575,58.2,6,5,3,5,1,2,1,2,1,7,NA,3
8990,41.3,3,1,3,3,1,2,1,2,1,2,37.5,10
18185,22.3,0,3,1,2,5,1,1,2,0,2,37.5,3
13365,73,2,5,1,1,1,1,1,3,1,7,NA,4
5318,57.4,2,2,1,1,1,1,1,3,1,7,35,10
5639,42.2,2,1,3,1,1,2,1,2,1,2,40,8
4024,48.5,2,5,3,3,1,2,1,2,1,7,NA,1
4942,52.2,0,3,1,2,1,1,1,3,1,2,50,12
14364,54.7,1,4,1,3,1,1,1,2,3,2,40,10
6578,18.9,0,3,1,4,5,1,1,2,0,7,16,2
19807,52.1,2,4,1,2,1,1,1,2,1,2,17,NA
4136,62.8,5,2,1,1,1,1,1,2,3,7,NA,2
18363,79.3,6,5,1,4,4,1,1,2,2,7,NA,6
7551,16.4,0,5,1,2,5,1,1,7,0,7,NA,1
2150,59.1,2,2,1,4,3,2,1,2,2,2,24,7
18789,60.3,2,4,1,2,1,1,1,8,1,7,NA,NA
19485,80,5,2,1,3,4,1,1,3,1,7,NA,NA
17405,67.1,2,2,1,1,1,2,1,2,2,2,20,8
5082,45.3,1,3,1,3,5,1,1,2,1,2,40,NA
12945,80,1,2,3,2,1,2,1,2,1,7,NA,NA
16510,77.9,3,1,1,1,3,1,1,3,3,7,NA,8
8148,80,6,4,1,2,4,1,1,2,1,7,NA,NA
8371,52.9,0,1,1,1,3,1,1,2,2,2,40,11
8781,44.4,2,2,1,2,3,1,3,1,1,2,40,11
8357,70,2,1,1,5,1,1,1,2,1,7,NA,NA
7690,80,5,1,1,3,4,2,1,2,1,7,NA,8
8165,57.5,4,4,1,3,1,1,1,2,3,2,32,8
8961,22.2,0,3,1,2,5,2,1,2,0,2,44,6
14157,17.8,0,4,1,2,5,1,1,7,0,2,20,2
4168,33.5,0,4,1,3,1,1,2,2,1,2,50,12
9165,71.8,0,2,1,1,1,1,1,2,1,7,NA,8
10633,42.2,1,1,3,2,1,2,1,2,1,2,30,NA
19166,80,0,2,3,5,4,2,1,2,1,7,NA,6
3671,80,3,2,1,5,4,1,1,3,1,7,NA,NA
16982,24.3,1,2,1,1,9,1,1,2,1,2,38.5,6
8582,56.2,0,1,1,1,1,1,1,2,1,2,60,11
17132,56.4,4,5,3,5,1,2,1,2,1,7,NA,3
17708,49.5,2,2,3,2,1,2,1,2,1,2,37.5,7
16513,70.6,4,2,1,4,3,1,1,2,1,7,NA,9
11492,42.6,2,1,1,3,1,1,1,2,1,2,60,12
14976,48.8,4,2,3,2,1,1,1,2,2,2,55,11
15828,35.1,0,2,1,4,5,1,1,2,0,2,37.5,7
2417,17.6,0,5,1,3,5,1,1,7,0,2,16,NA
2134,58.3,1,1,3,2,1,2,1,2,1,2,40,10
4042,26,1,3,1,4,5,1,3,2,0,7,NA,4
1822,38.8,3,5,1,3,3,2,1,2,1,2,33,5
533,64.5,0,2,3,4,1,2,1,2,1,7,NA,7
5256,32.6,0,5,1,2,5,1,1,2,0,2,40,7
19695,71.3,3,4,1,2,3,1,1,2,3,7,5,6
8024,47.8,2,2,1,2,1,1,1,2,1,1,40,11
20612,33.5,NA,4,1,1,1,1,1,2,1,2,40,8
4130,57.8,2,3,1,2,1,1,1,2,2,2,20,10
12872,40.5,3,4,1,4,3,1,1,2,1,1,50,8
5586,22,0,3,6,3,5,2,1,2,0,7,NA,1
6584,26.9,0,3,4,3,5,1,1,2,0,2,37.5,7
13908,35.7,0,4,1,3,5,1,1,2,0,2,40,4
1459,53.8,1,5,3,1,1,1,1,2,2,2,40,8
10327,60.1,2,2,2,2,4,1,1,2,1,7,30,6
15819,64.8,3,3,3,3,1,2,1,3,1,2,16,3
468,72,3,2,1,4,1,1,1,2,1,7,NA,NA
16301,80,2,5,2,3,3,1,1,2,1,7,NA,NA
2254,77.8,4,3,1,1,1,2,1,2,2,2,35,10
2852,52.7,2,1,1,2,1,1,1,2,1,2,37.5,7
21949,55.8,3,2,1,4,1,1,1,2,1,2,37.5,10
19287,27.3,0,3,1,2,5,1,1,2,0,7,NA,1
13236,48.6,1,5,5,3,5,1,1,2,1,7,NA,3
20179,28.4,0,2,5,2,1,1,1,2,1,2,37,7
16508,46.2,2,1,1,3,1,1,1,2,2,2,40,11
21505,77.8,3,2,1,2,4,1,1,2,1,7,NA,6
668,80,3,5,2,2,1,1,1,2,1,7,NA,NA
10459,80,4,5,3,5,2,1,1,2,1,7,NA,6
10912,57.5,2,3,1,2,1,1,1,2,1,7,NA,1
3133,80,6,5,3,3,3,1,1,2,2,7,NA,NA
8851,55.6,1,1,1,2,5,1,1,2,1,2,40,12
19701,62.6,2,3,4,5,1,1,1,2,1,2,11,3
18340,37.8,2,1,1,1,1,1,1,2,2,2,30,10
2427,41.3,0,1,3,4,5,1,1,1,0,7,NA,5
7699,27.6,0,1,4,2,1,1,1,2,2,2,30,10
15843,17.2,0,5,1,2,5,1,1,7,0,2,20,2
8599,68,2,2,1,3,2,1,1,2,1,2,25,6
4478,69.2,3,2,2,5,3,1,3,2,1,7,NA,4
1809,44.3,1,1,3,3,1,2,1,2,1,2,37.5,7
12723,26.6,1,1,1,1,1,1,1,2,1,2,40,8
3803,31.1,0,5,1,3,1,1,1,2,1,2,36,9
694,49.8,1,2,1,4,5,1,3,2,1,2,40,8
7660,80,5,2,3,4,4,2,1,2,1,7,NA,NA
2742,50.8,0,2,1,2,5,1,1,2,0,2,35,10
11545,57.4,2,4,1,4,1,1,1,2,1,7,NA,1
69,36.1,1,1,1,2,5,1,1,2,1,2,40,NA
13989,58.7,5,3,1,3,3,1,2,2,2,2,40,8
18963,55.4,0,1,3,1,5,1,1,2,0,2,40,10
166,63.1,0,1,3,4,5,2,1,2,0,7,NA,8
13145,35.6,0,2,1,2,5,1,1,2,0,2,38.8,NA
14201,41.4,3,5,3,3,1,2,1,2,1,2,40,9
19894,80,4,2,3,4,4,2,1,2,1,7,NA,5
1456,64.3,3,2,1,2,1,1,1,2,1,2,NA,6
337,65.4,2,2,1,3,3,1,1,2,1,2,30,7
15544,64.8,3,4,1,4,1,2,1,2,2,7,NA,6
952,30.9,0,1,1,1,5,1,1,2,0,2,38,8
4046,26.4,1,1,1,1,1,1,1,2,1,7,40,9
19214,48.8,1,5,1,2,5,1,1,2,1,2,34,6
5170,24.8,0,1,1,1,5,2,1,2,1,2,40,8
17504,56.6,1,1,3,3,1,2,1,2,1,2,40,NA
10358,32.3,1,1,1,3,1,1,1,2,1,2,40,10
6307,28.8,0,1,1,2,5,1,1,2,0,2,35,7
10242,54.6,0,1,1,2,5,1,1,2,0,2,40,10
10175,64.2,4,5,1,5,1,1,3,2,1,7,NA,2
13084,54.4,3,4,1,2,1,1,1,2,2,2,40,6
3964,56.2,2,2,1,1,1,1,1,3,1,2,36.3,9
7170,80,2,1,1,4,4,1,1,2,1,7,NA,7
16878,36.6,0,2,1,1,5,1,1,2,1,2,37.5,6
12467,39.7,2,1,1,2,1,1,1,2,3,2,55,12
6943,68.2,3,5,3,4,3,2,3,2,1,7,NA,5
15568,37,2,1,1,1,1,1,1,2,2,2,26,10
8407,17.5,0,5,1,1,5,1,1,7,0,1,35,2
11531,35.5,0,2,3,1,1,2,1,2,1,1,52,8
16395,71.3,2,1,1,3,1,1,1,2,1,7,NA,9
14270,67.1,1,2,1,5,1,2,1,3,1,7,NA,5
9293,55.5,2,2,1,1,1,1,1,2,1,2,50,12
9704,34.6,0,2,1,3,5,1,1,2,1,2,40,10
4370,80,3,2,3,1,4,2,1,2,2,7,NA,NA
1566,80,0,2,1,2,5,1,1,2,0,7,NA,NA
14859,48.1,0,2,NA,8,5,8,3,2,0,2,37.8,NA
9192,19.3,0,3,1,1,5,1,1,2,0,1,20,4
18337,22.7,0,1,1,1,5,1,3,1,0,2,50,4
20442,80,3,5,3,5,4,2,1,2,1,7,NA,NA
17537,31.6,2,2,3,2,1,2,1,2,1,7,NA,1
16294,68.1,2,2,1,4,4,1,1,2,1,7,NA,8
18879,66.3,1,2,1,2,1,1,1,2,1,2,21,6
7458,73.3,3,3,1,2,4,1,1,3,1,7,NA,6
5428,75.8,5,5,1,5,3,1,1,2,2,7,NA,NA
17721,74,5,4,3,3,4,2,1,2,1,7,NA,NA
13437,49.7,2,1,5,2,3,1,1,2,2,1,40,9
14581,37,3,1,1,2,1,1,1,2,2,2,40,10
12264,70.5,2,2,3,5,1,1,1,3,1,7,NA,4
13876,47.4,3,2,1,2,1,1,1,2,2,2,40,NA
361,49.3,2,5,1,4,5,1,1,2,0,7,NA,4
3750,76.2,6,2,3,2,1,2,1,2,1,7,NA,5
2086,53,3,4,3,5,2,2,1,2,1,7,NA,4
9835,29.7,1,2,1,2,1,1,1,2,1,2,40,8
1737,32.5,2,4,1,3,1,1,1,2,2,7,20,5
2930,72.8,1,5,2,2,4,1,1,2,1,7,NA,NA
16569,52,2,2,5,3,1,1,1,2,2,2,38.8,NA
1611,71.5,2,4,1,3,1,1,1,2,1,7,NA,3
4560,80,7,2,NA,4,4,1,1,2,1,7,NA,9
3930,56.9,2,4,5,5,1,1,1,3,1,7,NA,NA
5157,50.3,3,4,1,2,1,1,1,2,3,2,38,7
1868,39.4,0,3,1,5,5,1,1,2,0,2,39,7
10754,57.9,0,1,1,3,5,1,1,2,2,1,50,11
19193,63.9,2,3,3,3,1,2,1,2,1,7,NA,5
21167,61.9,2,3,3,3,4,2,1,2,1,2,40,8
14104,70.4,2,5,2,3,1,1,1,2,1,7,NA,NA
11617,19.3,0,5,1,1,5,1,1,9,0,2,40,1
19202,80,0,5,1,4,5,1,1,2,0,7,NA,4
16124,72.5,0,5,1,4,4,2,3,2,1,7,NA,NA
5401,53.7,0,2,1,4,5,1,1,3,1,7,NA,5
3834,65.2,2,1,1,2,1,1,1,2,1,2,40,9
2199,45.5,3,1,1,2,2,1,1,2,1,2,37.5,8
17034,49.8,2,2,1,1,1,2,1,2,1,2,37.5,9
19405,50.9,4,1,1,4,1,1,1,2,3,2,35,6
10355,57.5,3,3,1,5,3,1,1,2,1,7,NA,6
1016,41.5,0,1,1,3,1,2,1,2,1,2,40,NA
20642,56.8,0,5,1,3,4,1,1,2,1,2,40,7
6530,57.3,0,4,1,3,1,1,1,2,1,2,40,12
20413,43.1,2,1,1,3,1,1,1,2,1,2,65,9
9972,36.4,0,3,1,3,5,1,1,2,1,2,40,10
6036,52.7,3,2,1,3,1,1,1,2,1,2,40,10
18587,63.9,1,4,1,1,3,1,1,2,1,7,37.5,8
11206,70.1,2,2,3,4,4,1,1,2,1,7,NA,6
2509,38.7,4,1,1,1,1,1,1,2,1,2,24,9
1791,28.7,0,3,5,2,5,1,1,2,0,2,30,6
20594,29.3,0,3,1,2,5,1,1,2,1,1,40,11
401,80,4,3,1,2,1,1,1,2,1,7,NA,6
19669,48.8,1,3,1,2,1,1,1,2,2,2,40,10
36,39,1,1,1,3,1,1,3,2,1,7,NA,1
15260,16.2,0,5,1,3,5,1,1,7,0,7,12,2
21058,71.6,3,5,1,2,4,1,1,2,1,7,NA,6
22211,50.1,0,2,1,1,5,2,3,2,0,1,40,8
10228,57.1,2,4,1,3,1,1,1,2,1,2,30,7
11227,59.5,0,2,1,3,5,1,1,2,1,2,35,9
18702,36.8,1,1,1,1,1,1,1,2,1,2,35,9
2890,53.3,0,2,3,5,5,2,1,2,0,2,40,8
21108,42.8,0,1,1,3,5,1,1,2,0,2,42,NA
1536,59.9,1,1,1,1,3,1,1,2,1,2,38.8,NA
5522,22.3,0,5,1,2,1,1,1,2,2,2,40,6
14326,78.2,3,4,1,2,4,1,1,2,1,7,NA,6
13819,59.8,1,1,1,2,1,1,1,3,1,2,37.5,11
5589,66.7,4,3,1,1,1,1,1,2,1,7,NA,6
16882,27.9,2,1,1,3,1,1,1,2,1,7,40,10
16594,61.3,4,2,1,4,1,1,1,2,2,2,24,12
17054,58.6,0,1,1,2,3,1,1,2,1,2,40,12
5665,65.5,2,8,1,2,1,1,1,2,1,7,NA,NA
5182,33.5,1,3,1,1,1,1,1,2,1,2,38,9
17763,60.3,2,2,1,3,1,1,1,2,1,7,NA,NA
21335,51.5,0,2,1,3,3,1,1,2,3,2,40,7
5608,80,1,9,1,4,1,1,1,3,1,7,NA,6
3332,80,2,5,3,5,4,1,1,2,1,7,NA,7
16282,45,2,2,1,3,1,1,1,2,1,2,40,10
15748,56.4,1,2,2,3,1,1,1,2,1,2,40,9
7146,55.7,0,5,1,2,1,1,1,3,1,2,36,7
18895,41.5,4,1,1,2,3,1,1,2,5,2,40,10
10100,73.5,6,4,1,1,4,1,1,2,3,7,NA,NA
21990,67.4,0,5,3,1,5,1,1,2,1,2,30,5
7513,31.8,2,2,1,2,1,1,1,2,1,2,60,10
12383,38.3,1,3,1,3,2,1,1,2,1,2,37,7
4605,29,0,2,1,3,5,1,1,2,1,2,25,7
4262,31.3,3,1,1,2,1,1,1,2,1,1,60,6
8450,46.3,0,2,1,3,5,1,1,2,1,2,40,2
7815,16.6,0,5,1,4,5,1,1,7,0,7,10,2
3285,58.3,2,1,1,1,1,1,1,2,1,7,NA,NA
18068,78.7,4,3,3,2,4,1,1,2,1,7,NA,NA
14500,25.5,2,3,1,2,5,1,1,2,1,1,42,6
17433,22.5,0,3,1,3,5,1,1,2,1,2,40,3
18631,52.8,3,3,1,1,3,1,1,2,1,7,32,7
3094,80,4,3,1,1,4,1,1,2,1,7,NA,10
4044,64.9,3,2,1,1,3,1,1,2,1,2,40,6
417,38.5,4,2,1,2,1,1,1,2,2,2,12,6
10225,43.5,3,1,3,2,1,2,1,2,1,1,55,NA
3196,59.8,0,1,1,2,5,1,1,2,1,7,NA,11
19562,61.9,3,1,3,2,1,1,1,2,1,2,37,10
14167,78.8,2,2,1,4,1,1,1,3,1,7,NA,8
5758,27.7,1,1,2,2,1,2,1,2,1,7,50,11
21686,80,1,1,1,3,4,2,1,2,1,7,NA,10
15769,33.1,2,3,1,3,5,1,1,2,1,7,NA,2
21494,78.3,5,3,1,3,4,1,1,2,2,7,NA,NA
3240,71.9,3,2,1,2,1,1,1,2,2,7,NA,7
16948,48,3,1,1,2,1,1,1,2,1,2,50,12
8662,77.5,3,5,3,4,1,2,3,3,1,7,NA,NA
7427,59.3,2,5,1,5,1,1,1,2,1,7,NA,4
1734,46.2,2,3,1,3,2,1,1,1,2,2,52,10
11852,42.8,2,2,1,3,1,1,1,2,1,2,50,11
19846,79.5,4,8,1,3,1,2,1,2,2,7,NA,NA
10023,54.6,2,5,1,3,1,1,1,1,2,2,36,9
9351,15.5,0,5,1,3,5,1,1,7,0,2,2,1
21422,79.3,3,4,1,4,4,1,1,2,1,7,NA,6
16886,79.3,5,5,3,3,4,1,1,2,1,7,NA,NA
5506,65.5,2,2,1,3,1,1,1,2,1,7,NA,NA
1858,22.3,0,4,1,3,5,1,1,2,0,2,40,6
9156,19.3,0,3,1,1,5,1,1,2,0,7,NA,1
5076,27.6,0,5,1,3,5,1,1,2,1,2,40,7
14192,50.7,2,3,1,2,1,1,1,2,1,2,50,NA
5287,48.6,3,4,1,3,1,1,1,2,2,2,40,8
18932,58.8,3,2,1,2,1,1,1,2,1,2,50,11
10935,49.7,4,1,1,5,1,1,1,2,1,2,25,10
17381,78.8,3,5,1,3,4,1,1,2,2,7,NA,6
12531,17,0,5,1,1,5,1,1,7,0,2,20,1
10992,58.3,3,1,1,3,1,1,1,2,1,7,3,7
3526,49.7,2,1,1,3,1,1,1,2,1,2,70,12
21077,64.9,2,1,1,1,1,1,1,3,1,2,NA,NA
18475,45.3,2,3,1,1,1,1,1,2,1,1,60,10
8729,71.3,7,5,1,4,4,1,1,2,1,7,NA,5
22327,16,0,5,1,2,5,1,1,7,0,2,16,2
4573,80,5,4,1,2,3,1,1,2,1,7,NA,NA
16530,19.1,0,4,1,2,5,1,1,2,0,2,33,4
6927,18.9,0,3,3,2,5,2,1,2,0,7,40,5
3861,80,2,9,1,4,1,1,1,2,1,7,NA,5
8408,80,0,2,1,4,5,1,1,2,0,7,NA,7
1157,80,4,5,3,5,4,1,1,1,1,7,NA,NA
15416,55.8,0,2,1,1,3,1,1,2,1,2,37.3,NA
5939,19.8,0,4,1,2,5,1,1,2,0,2,40,5
8794,37.8,1,1,3,3,1,2,1,2,1,2,37.5,NA
14890,80,2,3,1,5,3,1,1,2,1,7,NA,6
591,53,3,3,1,2,1,1,1,2,1,2,50,1
12514,55.3,3,2,1,3,1,1,1,2,1,2,75,6
13364,79.3,1,1,3,4,1,2,1,2,1,7,NA,9
7993,58.3,1,4,1,1,1,1,1,2,1,2,35,9
1340,43.1,0,2,1,2,1,1,1,2,2,2,42.5,NA
3911,80,0,5,3,4,5,1,1,2,0,7,NA,6
11831,41.7,2,1,1,2,1,1,1,2,2,2,36.5,12
21591,29.3,0,4,1,1,1,1,3,2,1,2,75,7
17758,64.5,0,1,1,1,1,1,1,2,1,7,NA,10
10420,58.6,2,1,1,3,1,1,1,2,1,7,24,NA
16406,73.3,3,2,1,3,1,2,1,3,1,7,NA,4
90,46.3,3,1,1,1,1,1,1,2,1,2,35,11
1589,42.5,3,2,1,2,1,1,1,3,1,2,44,9
10030,78.5,7,1,3,3,1,1,1,3,2,7,NA,NA
19830,67.3,4,2,1,2,1,1,1,3,1,7,NA,9
5747,80,3,2,1,1,4,1,1,2,1,7,NA,7
3249,80,5,5,3,4,4,1,1,2,1,7,NA,5
3975,60.2,0,2,1,1,4,1,1,2,1,2,37,11
6621,80,2,5,3,3,4,2,1,2,1,7,NA,NA
5326,39.9,1,4,1,3,3,1,1,2,2,7,NA,7
17852,66,2,3,5,2,1,1,1,2,1,2,40,10
384,52,0,2,3,3,1,2,1,2,1,2,60,11
12863,73.2,6,5,1,3,1,1,1,2,1,7,NA,4
20216,54.8,5,2,1,3,3,1,1,2,3,2,50,6
6215,47.9,0,4,1,3,1,1,1,2,1,7,40,NA
8732,26.8,0,5,3,1,5,2,3,2,0,7,NA,4
793,25.4,0,3,1,1,5,1,1,1,1,2,55,4
5921,29.8,0,2,1,3,5,1,1,2,0,2,40,7
3370,17.3,0,8,NA,8,5,8,1,7,0,2,1.5,NA
7982,74.8,4,2,1,3,4,1,1,2,1,7,NA,NA
10230,79.6,4,5,3,3,1,1,1,2,1,7,NA,NA
6727,61.9,3,1,1,2,1,1,1,3,1,2,42,11
11893,64.9,0,2,1,2,5,1,1,2,1,2,38,7
11286,41.6,3,1,1,1,1,1,1,2,1,2,25,NA
2077,49,1,2,1,3,2,1,1,2,2,2,60,7
3530,51.2,1,1,3,3,1,2,1,2,1,2,12,3
8200,15.2,0,5,1,2,5,1,3,7,0,7,NA,1
21013,33.7,3,1,1,2,1,1,1,2,1,2,45,7
7623,76.6,2,5,3,1,3,1,1,2,3,2,16,6
15175,51.3,2,3,2,3,3,1,1,2,1,2,70,12
3581,36.1,4,1,1,3,2,1,1,1,3,2,40,9
9518,27.5,0,3,1,3,5,1,1,2,1,2,32,6
3238,45.9,3,2,3,3,1,2,1,2,2,2,37,9
14569,53.9,2,2,1,2,3,1,1,2,2,2,40,8
5355,27.3,0,1,1,1,5,1,1,2,0,2,24,2
4728,80,7,4,1,3,3,1,1,2,1,7,NA,7
6759,64.5,2,4,1,5,3,1,1,2,1,2,38,7
7782,79.8,0,1,3,4,5,1,1,2,0,7,NA,5
10800,53.8,2,1,1,3,1,1,1,2,1,2,30,6
522,46.4,2,2,1,1,1,1,1,2,1,2,38.5,10
14677,79.6,4,5,1,2,1,1,1,2,1,2,8,6
16992,80,4,5,1,3,4,2,1,2,1,7,NA,5
9706,59.8,2,2,1,2,4,1,1,3,2,2,40,11
14433,41.9,1,1,3,3,1,2,1,2,2,7,NA,6
7174,22.3,0,3,1,3,5,1,1,2,0,7,45,2
20469,49.8,0,2,1,3,5,1,1,2,0,2,60,7
13254,25.8,1,5,1,3,9,1,1,2,1,2,60,8
17481,26.7,0,1,1,2,1,1,1,2,1,7,25,6
10381,50.2,2,1,1,2,1,1,1,3,1,1,75,12
21841,46.1,1,2,1,1,1,2,1,2,1,2,40,8
15094,44.7,6,5,3,1,3,1,1,2,2,7,60,12
16118,30.1,0,2,3,1,1,2,1,2,1,2,40,4
17419,32.6,1,1,3,2,1,2,1,2,1,2,32,NA
19118,29.5,0,1,1,1,1,1,1,2,1,2,58,9
9671,53.4,2,1,1,2,2,1,1,2,2,2,60,11
13248,60,3,2,1,1,1,1,1,2,1,2,40,8
12183,58.3,0,5,NA,8,3,1,1,2,2,2,4,2
2057,20.3,2,9,2,5,5,1,1,3,1,2,30,NA
4139,20.5,0,4,1,1,5,1,1,2,1,2,15,3
21015,65.3,2,4,1,3,1,1,1,3,2,7,NA,8
19573,74.5,3,2,1,2,1,2,1,3,1,7,NA,5
14506,55.5,3,2,1,2,2,1,1,2,3,7,37.5,10
18212,23.7,0,1,1,1,5,1,1,2,0,2,35,10
2060,70.9,5,1,1,2,4,1,1,2,1,7,NA,8
3193,62.3,2,4,1,1,4,1,1,2,1,2,40,NA
2370,49.3,2,4,1,2,1,1,1,2,2,2,40,8
19154,20.5,0,3,2,2,5,1,1,2,0,7,NA,1
15587,57.3,3,2,1,3,4,1,1,2,1,2,16,10
1240,49.8,3,4,1,1,2,1,1,2,2,2,50,8
10099,31.3,4,4,1,3,2,1,3,1,4,7,NA,NA
20272,60.3,1,4,1,5,3,1,1,2,2,7,55,9
1447,52.4,3,4,1,2,1,1,1,2,1,2,44,8
7890,15.2,0,5,1,3,5,1,1,7,0,7,NA,2
7717,58.3,3,5,1,3,1,1,1,3,3,2,55,10
18292,36.1,0,1,1,2,1,1,1,2,1,2,55,12
16729,60.4,1,2,1,2,1,1,1,2,1,7,26,6
11890,64.4,2,5,3,3,1,2,1,3,1,2,30,6
20093,28.3,0,4,1,2,5,1,1,2,0,2,40,9
4933,80,2,5,1,4,4,1,1,2,1,7,NA,6
5188,66,0,1,1,2,5,1,1,2,0,7,NA,9
21139,46.5,2,1,1,1,1,1,1,2,1,1,40,NA
9355,40.1,1,2,1,3,3,1,1,2,2,2,40,8
6007,59.1,2,3,1,2,3,1,3,2,3,2,40,7
18823,64.8,0,2,1,2,1,1,1,2,1,2,40,8
19152,80,3,4,1,3,4,1,1,2,1,7,NA,10
17846,24.4,0,4,1,3,5,1,1,2,0,2,40,6
15654,80,3,4,1,3,4,1,1,3,1,7,NA,6
7607,53.2,2,1,1,1,1,1,1,2,1,2,40,12
6263,36.8,3,3,1,2,5,1,1,2,1,2,60,12
13842,63.8,2,5,1,3,4,1,1,2,2,7,NA,5
15804,16.3,0,5,1,2,5,2,1,7,0,7,NA,1
3473,34.8,3,1,1,2,1,1,1,2,1,2,35,6
10053,53.6,1,5,1,5,5,1,1,2,1,7,NA,NA
14164,21.3,0,3,2,3,5,1,1,2,0,2,30,4
4854,56.3,3,1,1,2,1,1,1,2,1,2,50,6
8556,80,4,4,3,4,2,1,1,2,1,7,NA,5
4397,70.3,2,2,2,3,1,1,1,2,2,2,25,8
15635,71.4,3,4,1,2,4,1,1,2,1,7,NA,8
20047,77.3,4,2,1,2,4,2,1,3,1,7,NA,6
9998,59.8,3,3,1,3,3,1,1,2,2,2,37.5,6
18790,37.9,1,3,2,1,5,1,1,2,1,1,45,9
12489,17.3,0,5,1,1,5,1,1,7,0,7,NA,1
2983,63.8,3,1,1,3,3,1,1,2,2,2,40,NA
18978,53.8,3,4,1,1,1,1,1,2,2,2,50,10
130,32.3,0,4,1,1,5,1,1,2,0,2,45,10
15199,51.8,2,2,1,1,4,1,1,2,3,2,36.5,11
18677,74.3,4,5,1,2,4,1,1,3,1,7,NA,6
15141,71.8,2,3,3,2,1,1,1,3,1,7,NA,11
5085,54.7,0,4,1,3,5,1,1,2,0,7,NA,3
9619,16.7,0,5,3,3,5,2,1,7,0,7,8,2
12562,30.1,0,1,1,2,5,1,1,2,1,7,36,6
7195,77.3,5,5,1,1,1,1,1,3,2,2,70,NA
2841,64.9,0,1,1,2,5,1,1,3,0,7,10,6
20917,49.1,0,1,1,1,3,1,1,2,1,2,50,12
5446,53,0,4,3,5,2,1,1,2,3,7,NA,7
2290,22.9,1,2,1,1,5,1,1,2,0,2,30,5
8725,50.1,2,2,1,3,3,1,1,2,1,2,60,12
19054,36.3,2,1,1,2,1,1,1,2,1,2,65,10
6038,23.8,2,9,3,3,1,2,1,2,1,7,NA,1
12819,59.5,2,1,3,4,1,2,1,2,1,7,NA,6
10407,60.4,0,5,1,4,3,1,1,2,1,2,37,NA
12656,37.8,1,2,1,5,5,1,1,2,1,7,NA,3
22277,50.4,3,3,1,5,1,1,1,2,3,7,NA,11
12895,51.9,4,4,1,4,1,1,3,2,1,7,NA,6
14768,65.8,2,4,1,4,1,1,1,2,2,7,NA,2
6381,52.3,2,2,1,2,1,1,1,2,2,7,NA,10
18224,80,4,5,1,2,4,1,1,2,2,7,NA,6
17819,44.3,2,1,1,3,1,1,1,1,1,2,50,1
10319,44.2,4,2,1,2,1,1,1,2,2,7,40,9
13742,79.6,1,2,3,3,4,2,1,2,1,7,NA,NA
14938,46.2,0,2,1,1,5,1,1,2,0,2,35,NA
12752,52.4,4,4,1,2,2,1,1,2,2,2,40,8
3250,56.4,3,5,1,2,1,1,1,2,1,2,35,NA
12899,60.3,1,4,1,4,3,1,1,2,1,7,40,8
19757,58.1,3,5,2,4,5,1,1,1,1,7,NA,4
19745,42.8,4,1,1,3,1,1,1,2,1,2,52.5,12
12139,62.9,3,5,1,3,1,1,1,3,1,7,NA,2
8823,69.5,3,4,3,5,4,2,1,2,1,7,NA,NA
14052,64.9,2,5,1,4,3,1,1,2,1,2,75,3
1859,78.2,2,5,1,2,4,1,1,2,1,7,NA,NA
931,21,0,4,1,4,5,1,1,1,0,7,35,4
5856,55.9,0,4,1,3,5,1,1,2,0,2,44,8
2391,54.3,2,2,2,1,1,1,1,2,1,2,20,4
10299,67.5,3,3,2,4,1,1,1,3,1,7,NA,8
8416,48.8,2,2,1,2,5,1,1,2,2,2,30,7
2035,70.9,4,4,1,1,4,1,1,2,2,2,30,7
3934,50.6,1,4,1,3,1,1,1,2,2,2,40,11
12852,42,3,4,1,3,3,1,1,2,2,2,60,9
